district,season,record_month,temperature_c,humidity_pct,wind_speed_kmh,surface_pressure_hpa,crop_fires_detected,blue_mean,blue_std,blue_skewness,blue_high_ratio,blue_dominance,laplacian_var,sobel_mean,edge_density,hsi_saturation_mean,haze_index,dark_channel_mean,fft_high_energy_ratio,gray_contrast,blue_red_ratio,local_variance_mean,hot_index,ndsi_index,modis_aod,pm25_target,pm25_waqi_ref,severity_class,label_source,source_image_id
Lahore,Winter_Peak,1,4.7,97.0,2.9,991.8,7,184.758,2.231,-1.17,0.3618,0.955,35.364,6.471,0.0,0.0877,5.816,184.757,4e-05,5.0,0.9566,2.629,0.266,-0.022,1.11,123.9,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-01-15
Lahore,Winter_Peak,11,28.7,45.0,6.1,987.3,9,103.968,9.776,-6.225,0.0466,0.963,319.252,13.524,0.0166,0.0739,3.67,103.903,0.00163,5.0,0.9275,59.011,0.108,-0.038,0.16,34.1,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-11-01
Lahore,Autumn_Harvest,10,20.4,77.0,8.0,989.7,10,82.15,13.459,0.208,0.3244,0.828,69.481,22.405,0.0023,0.2578,1.54,82.149,0.0003,30.0,0.7499,31.401,0.027,-0.143,0.14,65.7,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-10-25
Lahore,Autumn_Harvest,10,21.4,76.0,6.5,984.5,13,109.802,5.777,-0.154,0.3356,0.906,62.008,9.619,0.0,0.1477,2.628,109.802,0.00017,16.0,0.858,5.68,0.1,-0.076,0.26,85.9,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-10-15
Lahore,Monsoon,7,29.3,85.0,4.7,978.3,1,113.744,25.203,0.512,0.2863,0.956,576.726,60.967,0.1515,0.088,3.758,113.396,0.0023,84.0,0.9223,274.051,0.124,-0.04,1.36,41.4,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2023-07-25
Lahore,Summer,6,35.0,45.0,9.9,973.2,1,129.206,5.224,0.963,0.2922,0.913,13.188,7.356,0.0,0.1617,2.877,129.206,3e-05,17.0,0.838,3.745,0.124,-0.088,0.6,39.7,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-06-20
Lahore,Winter_Peak,12,11.4,100.0,4.4,992.5,11,129.602,9.023,0.046,0.2932,1.038,84.026,12.242,0.0,0.0756,4.344,120.2,0.00024,24.0,1.0534,8.52,0.187,0.026,1.34,71.2,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2023-12-01
Lahore,Summer,6,36.2,29.0,3.2,978.0,0,108.119,8.924,-1.258,0.3539,0.888,37.504,8.566,0.0005,0.1837,2.298,108.119,0.00011,20.0,0.8172,5.737,0.085,-0.101,0.24,32.1,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-06-10
Lahore,Monsoon,8,35.3,59.0,5.2,978.1,3,155.809,19.431,0.116,0.3385,1.054,53.44,23.971,0.0057,0.0886,4.478,141.953,0.00019,56.0,1.0758,53.524,0.247,0.037,0.81,49.7,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2023-08-20
Multan,Autumn_Harvest,9,25.6,80.0,5.5,989.9,13,115.868,5.712,0.563,0.3116,0.976,14.904,6.763,0.0,0.0704,4.141,114.851,5e-05,20.0,0.9935,3.461,0.146,-0.003,0.43,63.6,,1,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-09-18
Multan,Summer,5,29.5,18.0,7.5,978.0,1,86.904,22.52,-0.264,0.348,0.809,102.889,38.376,0.0534,0.331,1.39,86.903,0.00047,68.0,0.678,95.728,0.009,-0.192,0.15,30.3,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-05-28
Multan,Winter_Peak,1,5.6,100.0,4.8,1002.3,9,46.744,2.773,0.018,0.2609,1.015,70.452,8.184,0.0,0.0976,1.44,43.666,0.00135,6.0,1.0212,3.49,0.014,0.01,0.58,258.9,,3,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2024-01-15
Multan,Summer,5,34.7,42.0,9.2,987.1,0,115.132,8.4,-0.249,0.3345,0.891,86.274,15.55,0.0,0.1738,2.489,115.132,0.0002,28.0,0.8619,14.826,0.11,-0.074,0.68,35.6,,1,Copernicus CAMS via Open-Meteo,Multan_Summer_2023-05-25
Multan,Summer,5,29.7,21.0,5.3,990.1,4,95.176,17.478,-0.245,0.3366,0.806,48.262,27.767,0.0075,0.3145,1.538,95.176,0.00018,48.0,0.6907,46.661,0.023,-0.183,0.14,12.0,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-05-01
Multan,Autumn_Harvest,10,26.4,36.0,14.0,994.1,11,89.721,7.934,-0.441,0.349,0.904,43.586,9.995,0.0,0.1657,2.035,89.667,0.00017,26.0,0.8911,6.748,0.074,-0.058,0.12,28.5,,0,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-10-15
Multan,Winter_Peak,11,17.5,95.0,2.8,1000.5,5,176.1,2.833,0.004,0.3098,0.955,73.141,8.197,0.0,0.111,4.873,175.674,9e-05,7.0,0.8909,3.573,0.223,-0.058,1.24,196.5,,3,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2024-11-15
Multan,Summer,5,33.2,34.0,13.2,990.6,1,92.696,16.378,-0.203,0.3374,0.845,73.845,26.95,0.0071,0.2534,1.671,92.696,0.00028,45.0,0.752,42.616,0.042,-0.142,0.32,30.5,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-05-18
Multan,Winter_Peak,11,24.7,67.0,3.1,1001.5,10,140.013,4.579,0.162,0.2961,0.997,24.335,6.386,0.0,0.0253,7.628,138.752,6e-05,14.0,0.9922,2.404,0.192,-0.004,0.84,82.4,,2,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2023-11-05
Multan,Winter_Peak,11,22.5,53.0,4.6,1000.6,7,155.054,7.217,1.219,0.2416,1.023,52.863,10.874,0.0,0.1211,3.752,140.318,0.0001,22.0,1.105,8.412,0.253,0.05,0.55,46.1,,1,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2023-11-30
Multan,Autumn_Harvest,9,37.1,41.0,7.1,987.0,10,87.63,11.578,-0.211,0.352,0.878,25.755,18.577,0.0002,0.2011,1.778,87.61,0.00014,37.0,0.8558,24.182,0.063,-0.078,0.43,29.3,,0,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-09-10
Multan,Winter_Peak,12,9.4,97.0,9.2,1000.8,9,110.889,9.109,-0.33,0.3208,0.948,37.82,16.458,0.0,0.0959,3.48,110.594,0.00012,31.0,0.9348,16.879,0.122,-0.034,0.57,114.6,,2,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2023-12-10
Multan,Summer,6,36.8,27.0,7.6,987.9,1,83.539,14.001,-0.22,0.3186,0.801,42.805,12.548,0.0,0.3065,1.358,83.539,0.00017,37.0,0.701,11.812,0.014,-0.176,0.55,26.8,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2023-06-05
Multan,Monsoon,8,36.4,50.0,6.8,987.8,0,128.826,6.775,0.215,0.295,0.965,60.353,10.259,0.0,0.0749,4.575,128.05,0.00014,27.0,0.9616,6.714,0.163,-0.02,0.62,34.7,,0,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2024-08-25
Multan,Summer,6,35.6,37.0,10.0,978.9,1,169.111,10.319,1.484,0.1551,0.962,76.392,13.122,0.0,0.0641,6.385,169.108,0.00012,33.0,0.9482,24.829,0.233,-0.027,0.83,55.5,,1,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-06-20
Multan,Winter_Peak,11,31.6,31.0,4.7,998.3,6,149.275,6.844,1.115,0.2838,0.984,83.186,10.195,0.0,0.0516,6.353,147.854,0.00016,19.0,0.9602,5.878,0.201,-0.02,0.79,69.8,,1,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2023-11-05
Multan,Summer,6,33.8,50.0,18.9,981.4,2,152.075,9.674,1.344,0.171,0.999,81.914,12.981,0.0,0.0293,7.937,150.003,0.00017,30.0,0.9944,19.823,0.217,-0.003,0.78,44.6,,1,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-06-20
Multan,Autumn_Harvest,10,19.9,79.0,6.9,999.8,12,137.614,6.414,-0.021,0.3466,0.947,58.161,10.874,0.0,0.091,4.405,137.587,0.00012,26.0,0.9139,7.584,0.164,-0.045,0.54,81.5,,2,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2023-10-25
Multan,Monsoon,7,30.8,66.0,7.1,984.0,3,129.824,12.019,1.016,0.242,0.951,69.784,11.64,0.0004,0.0865,4.36,129.701,0.0002,36.0,0.9226,11.328,0.153,-0.04,0.7,50.2,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2023-07-15
Multan,Autumn_Harvest,10,21.2,73.0,6.5,992.5,8,135.082,9.149,-0.174,0.3224,1.019,38.049,9.438,0.0,0.088,4.137,125.609,0.0001,31.0,1.0732,6.106,0.203,0.035,0.33,79.9,,2,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2023-10-05
Multan,Winter_Peak,1,8.9,96.0,4.0,1004.3,8,45.995,1.885,-0.016,0.3926,0.967,33.807,5.581,0.0,0.0944,1.486,45.279,0.0006,4.0,0.923,1.656,0.003,-0.04,0.7,172.3,,3,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2024-01-15
Multan,Summer,6,31.3,56.0,17.7,980.4,0,178.973,10.747,1.538,0.157,0.975,54.547,11.538,0.0006,0.0477,7.722,178.964,9e-05,36.0,0.9729,25.576,0.261,-0.014,0.77,43.5,,1,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-06-20
Multan,Monsoon,7,31.4,65.0,9.3,987.1,1,97.518,8.931,0.021,0.3419,0.889,35.454,11.937,0.0,0.1822,2.049,97.517,0.00013,32.0,0.8662,9.811,0.082,-0.072,0.67,38.5,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2024-07-10
Multan,Autumn_Harvest,10,26.5,73.0,7.9,990.8,13,106.614,6.37,-0.083,0.356,0.959,21.53,8.003,0.0,0.0725,3.838,106.464,8e-05,24.0,0.9434,4.379,0.117,-0.029,0.28,69.8,,1,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-10-05
Multan,Autumn_Harvest,10,21.1,67.0,8.4,996.5,3,149.247,6.188,-0.128,0.3276,1.051,64.247,9.669,0.0,0.0887,4.398,136.082,0.00014,20.0,1.0654,5.384,0.231,0.032,0.33,60.8,,1,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-10-22
Multan,Autumn_Harvest,9,36.5,45.0,6.9,989.3,8,159.222,3.979,-0.318,0.2863,0.969,11.838,4.871,0.0,0.0738,5.497,158.431,2e-05,16.0,0.9791,1.522,0.226,-0.011,0.56,30.5,,0,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-09-28
Multan,Summer,5,32.1,15.0,8.1,989.9,2,78.842,14.444,-0.234,0.3186,0.789,56.24,23.569,0.0045,0.3132,1.281,78.842,0.00025,40.0,0.6929,34.497,0.006,-0.181,0.15,13.2,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-05-01
Multan,Winter_Peak,11,22.5,70.0,4.3,996.0,10,155.573,6.137,0.095,0.318,1.029,13.483,6.829,0.0,0.0767,5.047,144.143,3e-05,24.0,1.0792,3.256,0.247,0.038,0.56,98.5,,2,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2024-11-01
Multan,Autumn_Harvest,10,21.8,72.0,8.1,992.2,7,114.192,7.512,-0.149,0.3272,0.969,27.666,8.152,0.0,0.0807,3.867,113.35,9e-05,26.0,0.9829,4.727,0.14,-0.009,0.34,87.3,,2,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2023-10-05
Multan,Monsoon,8,29.4,86.0,7.3,986.2,0,120.741,20.466,1.15,0.2357,0.969,116.123,17.954,0.0068,0.0689,4.672,120.117,0.0004,67.0,0.9611,38.326,0.147,-0.02,0.95,50.1,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2024-08-12
Multan,Winter_Peak,11,14.1,91.0,5.4,1000.4,13,141.325,6.574,1.267,0.236,0.954,36.49,9.917,0.0,0.1274,3.583,139.884,7e-05,22.0,0.9912,7.541,0.195,-0.004,0.88,104.3,,2,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2023-11-30
Multan,Monsoon,8,34.8,56.0,8.9,988.4,2,116.158,5.837,0.177,0.2877,0.909,27.613,8.178,0.0,0.1429,2.818,116.158,7e-05,26.0,0.8608,4.587,0.111,-0.075,0.57,33.5,,0,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2024-08-25
Multan,Winter_Peak,1,11.3,91.0,6.2,1004.1,9,52.13,1.93,0.011,0.2366,1.016,35.254,5.7,0.0,0.0811,1.746,49.045,0.00055,5.0,0.9944,1.725,0.022,-0.003,0.66,145.8,,2,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2024-01-15
Multan,Summer,5,30.2,16.0,7.6,978.0,0,69.21,17.974,-0.268,0.3461,0.746,103.251,34.248,0.0537,0.3953,1.031,69.21,0.00058,60.0,0.6128,73.463,-0.03,-0.24,0.14,31.1,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-05-28
Multan,Winter_Peak,11,24.4,61.0,4.1,1002.1,8,177.822,1.362,0.003,0.3054,0.984,18.617,4.158,0.0,0.0327,8.836,177.763,2e-05,3.0,0.9678,0.917,0.257,-0.016,1.11,188.1,,3,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2024-11-15
Multan,Autumn_Harvest,9,33.3,51.0,13.0,991.6,9,147.165,23.523,0.911,0.3005,1.036,258.159,27.182,0.0381,0.0727,4.821,136.412,0.00076,61.0,1.0347,113.344,0.218,0.017,0.57,22.1,,0,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2023-09-25
Multan,Autumn_Harvest,9,34.0,53.0,5.8,991.3,8,132.767,3.518,-0.261,0.3158,0.927,32.973,6.364,0.0,0.1277,3.407,132.763,6e-05,14.0,0.919,2.287,0.157,-0.042,0.62,24.4,,0,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-09-28
Multan,Autumn_Harvest,10,31.0,56.0,5.1,993.6,8,111.391,9.821,-0.425,0.3333,0.984,65.009,11.518,0.0,0.0723,4.175,109.059,0.00021,29.0,0.9967,8.732,0.138,-0.002,0.17,27.4,,0,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-10-15
Multan,Autumn_Harvest,10,24.8,77.0,7.0,989.9,16,107.213,6.406,-0.068,0.3221,0.937,40.83,9.312,0.0,0.1228,2.841,107.059,0.00013,25.0,0.9394,5.798,0.117,-0.031,0.25,77.5,,2,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-10-05
Multan,Winter_Peak,11,28.8,42.0,2.6,996.4,12,154.97,6.465,0.166,0.2833,1.027,58.65,9.716,0.0,0.0857,4.672,143.452,0.00011,24.0,1.0033,5.765,0.225,0.002,0.29,74.7,,1,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2024-11-01
Multan,Autumn_Harvest,10,21.2,73.0,6.5,992.5,13,133.94,9.11,-0.091,0.3089,1.006,80.518,11.536,0.0,0.1085,3.673,125.057,0.00019,31.0,1.0678,8.329,0.199,0.033,0.33,79.9,,2,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2023-10-05
Multan,Summer,5,17.1,68.0,4.8,990.8,1,90.164,17.407,-0.249,0.3468,0.844,38.101,24.33,0.0041,0.2589,1.628,90.164,0.00018,45.0,0.7475,39.489,0.037,-0.145,0.15,22.3,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-05-01
Multan,Autumn_Harvest,10,26.9,53.0,6.7,997.1,4,148.686,5.563,-0.224,0.3382,1.047,29.704,7.459,0.0,0.0947,4.194,134.662,6e-05,19.0,1.1041,3.437,0.239,0.049,0.64,85.9,,2,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-10-22
Multan,Monsoon,7,32.4,61.0,10.0,985.2,1,127.521,12.774,1.079,0.2277,0.994,30.292,9.713,0.0007,0.1143,3.341,120.892,0.00013,37.0,1.0531,9.115,0.183,0.026,0.67,48.0,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2023-07-15
Multan,Monsoon,8,27.9,90.0,8.0,986.1,1,116.198,26.513,0.097,0.3057,0.956,84.101,26.692,0.0049,0.0963,4.152,115.675,0.00036,74.0,0.925,61.388,0.129,-0.039,0.38,25.6,,0,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2024-08-05
Multan,Monsoon,8,37.4,43.0,10.2,988.7,1,130.725,4.447,0.327,0.3209,0.967,25.104,6.57,0.0,0.058,5.334,130.626,6e-05,19.0,0.946,2.552,0.162,-0.028,0.44,34.3,,0,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2023-08-30
Multan,Summer,5,35.2,43.0,12.7,989.0,2,105.937,7.179,-0.267,0.3436,0.918,31.294,12.57,0.0,0.1323,2.667,105.937,0.0001,24.0,0.8709,9.857,0.097,-0.069,0.75,50.6,,1,Copernicus CAMS via Open-Meteo,Multan_Summer_2023-05-25
Multan,Winter_Peak,12,16.1,57.0,7.6,1004.0,13,72.011,13.693,0.056,0.3535,0.863,70.455,32.325,0.0695,0.2275,1.361,71.936,0.00051,49.0,0.8395,63.296,0.034,-0.087,0.21,99.2,,2,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2023-12-20
Multan,Winter_Peak,11,14.8,86.0,1.2,1001.7,3,163.055,6.979,0.251,0.3036,1.045,84.973,11.721,0.0,0.0779,5.274,150.448,0.00015,23.0,1.0664,8.061,0.26,0.032,0.68,130.4,,2,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2024-11-25
Multan,Monsoon,8,33.5,66.0,6.9,985.2,1,124.982,18.978,0.9,0.2349,0.946,72.159,24.194,0.012,0.1119,3.679,124.622,0.00026,57.0,0.9517,45.832,0.153,-0.025,0.56,40.3,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2023-08-05
Multan,Winter_Peak,11,22.0,79.0,6.3,1000.5,6,140.589,4.22,0.117,0.3247,0.936,17.272,6.094,0.0,0.1342,3.473,140.576,4e-05,15.0,0.9519,2.34,0.182,-0.025,0.85,88.0,,2,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2023-11-05
Multan,Autumn_Harvest,9,27.4,76.0,6.3,990.7,5,154.934,24.696,0.896,0.3051,1.045,248.817,27.492,0.0372,0.1008,4.179,139.699,0.00069,63.0,1.109,129.244,0.254,0.052,0.53,32.6,,0,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2023-09-25
Multan,Autumn_Harvest,9,36.6,44.0,6.8,988.4,9,146.572,3.645,-0.274,0.2991,0.906,14.042,5.138,0.0,0.1451,3.502,146.572,2e-05,16.0,0.8551,1.667,0.159,-0.078,0.5,30.2,,0,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-09-28
Multan,Monsoon,7,32.2,62.0,7.9,987.0,1,119.223,10.606,0.044,0.3267,0.861,29.655,14.24,0.0,0.2141,2.272,119.223,8e-05,39.0,0.8195,14.966,0.102,-0.099,0.64,41.0,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2024-07-10
Multan,Summer,4,30.1,36.0,12.4,993.2,2,53.564,14.492,0.105,0.3268,0.67,74.941,19.477,0.0034,0.446,0.777,53.564,0.00048,60.0,0.5707,27.667,-0.054,-0.273,0.21,22.5,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-04-20
Multan,Monsoon,8,27.6,92.0,10.2,985.4,1,120.795,19.234,1.26,0.2212,0.972,70.299,16.842,0.0056,0.0704,4.563,120.02,0.00026,62.0,0.981,35.064,0.152,-0.01,0.66,44.5,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2024-08-12
Multan,Winter_Peak,11,24.6,44.0,2.6,1000.4,11,146.67,6.825,1.296,0.2078,0.934,35.6,10.242,0.0,0.1095,4.119,146.661,7e-05,24.0,0.9165,8.314,0.181,-0.044,0.42,29.2,,0,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2023-11-30
Multan,Summer,6,29.5,37.0,6.5,986.1,1,100.368,11.093,0.11,0.3215,0.862,30.614,10.132,0.0,0.2127,1.978,100.368,0.0001,31.0,0.8241,6.689,0.075,-0.096,0.37,51.8,,1,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-06-10
Multan,Winter_Peak,1,10.5,90.0,9.0,1003.6,7,50.231,1.86,0.006,0.245,0.989,32.205,5.473,0.0,0.0611,2.007,49.176,0.00049,4.0,0.9862,1.581,0.017,-0.007,1.09,125.7,,2,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2024-01-05
Multan,Summer,6,30.6,59.0,22.2,984.6,1,114.356,15.661,-0.059,0.3454,0.859,88.278,21.896,0.0,0.2253,2.194,114.356,0.00021,42.0,0.8268,31.407,0.097,-0.095,0.33,18.7,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2023-06-15
Multan,Autumn_Harvest,10,20.8,67.0,6.3,996.8,8,135.314,5.523,-0.142,0.3125,1.014,44.755,8.511,0.0,0.048,5.809,130.031,0.00011,20.0,1.0361,4.332,0.195,0.018,0.34,61.0,,1,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-10-22
Multan,Monsoon,8,36.8,47.0,9.0,985.5,1,115.322,5.888,0.257,0.2924,0.9,34.728,8.915,0.0,0.1565,2.633,115.322,9e-05,26.0,0.8668,5.432,0.111,-0.071,0.65,38.8,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2024-08-25
Multan,Monsoon,8,37.3,46.0,9.6,986.8,2,118.182,6.819,0.252,0.3133,0.984,75.082,11.183,0.0,0.0598,4.751,116.395,0.00022,24.25,0.9926,7.97,0.15,-0.004,0.7,44.8,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2023-08-20
Multan,Winter_Peak,12,17.2,73.0,3.9,999.2,5,108.214,6.668,0.191,0.2978,0.977,29.308,11.328,0.0,0.0657,4.13,106.712,0.00011,24.0,0.9806,8.972,0.128,-0.01,0.26,156.9,,3,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2024-12-05
Multan,Summer,5,32.3,50.0,24.0,986.6,1,117.988,8.153,-0.311,0.3274,0.916,34.173,13.617,0.0,0.1315,2.978,117.988,9e-05,27.0,0.8817,11.762,0.12,-0.063,0.56,26.2,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2023-05-25
Multan,Monsoon,7,31.0,68.0,10.7,986.7,2,101.953,8.719,0.064,0.3207,0.918,14.566,10.974,0.0,0.1348,2.541,101.953,6e-05,29.0,0.8843,8.787,0.094,-0.061,0.6,40.6,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2024-07-10
Multan,Summer,6,35.0,41.0,4.4,987.1,1,89.141,14.652,-0.273,0.3202,0.839,23.537,12.042,0.0,0.2477,1.633,89.141,0.0001,37.0,0.7671,11.07,0.042,-0.132,0.32,20.1,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2023-06-05
Multan,Autumn_Harvest,9,35.3,49.0,3.5,991.0,12,149.019,3.828,-0.28,0.3569,0.961,21.239,5.597,0.0,0.0728,5.258,148.877,4e-05,15.0,0.9556,1.869,0.199,-0.023,0.6,25.3,,0,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-09-28
Multan,Monsoon,8,32.5,59.0,10.8,989.2,0,118.084,4.587,0.203,0.286,0.975,63.231,8.8,0.0,0.0574,4.88,117.339,0.00018,17.0,0.9553,4.273,0.141,-0.023,0.32,40.6,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2023-08-30
Multan,Autumn_Harvest,10,32.8,60.0,11.4,993.4,9,105.292,6.732,-0.033,0.3326,0.994,67.489,10.071,0.0,0.0553,4.396,102.912,0.00025,23.0,1.0035,6.124,0.127,0.002,0.3,33.5,,0,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-10-05
Multan,Monsoon,7,34.7,54.0,11.2,985.1,3,115.685,9.99,0.065,0.3272,0.867,44.812,14.319,0.0,0.2201,2.176,115.685,0.0001,37.0,0.849,14.376,0.106,-0.082,0.56,50.3,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2024-07-10
Multan,Monsoon,8,28.9,85.0,10.0,985.9,1,147.939,24.682,1.129,0.2323,0.973,135.224,22.394,0.0075,0.0641,5.928,147.157,0.00035,78.0,0.9744,62.34,0.202,-0.013,0.63,44.7,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2024-08-12
Multan,Autumn_Harvest,9,26.3,74.0,12.4,988.3,9,147.779,4.391,-0.197,0.356,0.954,56.966,8.094,0.0,0.0926,4.715,147.629,0.0001,15.0,0.9075,3.654,0.18,-0.049,0.75,29.0,,0,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-09-28
Multan,Summer,5,34.4,42.0,13.8,987.0,0,121.237,7.898,-0.261,0.3225,0.889,23.065,14.221,0.0,0.1681,2.638,121.237,6e-05,27.0,0.8373,13.285,0.112,-0.089,0.66,32.8,,0,Copernicus CAMS via Open-Meteo,Multan_Summer_2023-05-25
Multan,Autumn_Harvest,9,31.4,56.0,7.0,988.2,7,97.175,17.413,0.141,0.3336,0.88,46.888,29.088,0.0094,0.192,2.026,97.173,0.00025,55.0,0.819,56.151,0.068,-0.099,0.52,45.4,,1,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2023-09-15
Multan,Monsoon,7,32.1,72.0,9.7,987.9,3,195.889,7.973,-0.992,0.2468,0.995,35.576,10.654,0.0,0.0349,9.431,193.706,6e-05,29.0,0.9762,10.843,0.295,-0.012,0.87,38.5,,1,Copernicus CAMS via Open-Meteo,Multan_Monsoon_2023-07-25
Multan,Winter_Peak,12,11.3,95.0,6.8,1000.5,6,108.459,9.118,-0.434,0.3124,0.971,17.422,13.993,0.0,0.0667,4.218,107.802,7e-05,30.0,0.9598,13.351,0.124,-0.021,0.64,110.1,,2,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2023-12-10
Multan,Summer,6,34.9,14.0,6.8,985.5,1,85.799,9.419,-0.007,0.3143,0.812,23.264,8.699,0.0,0.2738,1.451,85.799,0.0001,29.0,0.7298,5.242,0.026,-0.156,0.25,43.0,,1,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-06-10
Multan,Summer,5,37.5,21.0,2.5,986.3,1,94.0,16.361,-0.225,0.3268,0.785,45.049,28.463,0.0051,0.3105,1.518,94.0,0.00017,48.0,0.6972,49.861,0.024,-0.178,0.5,38.6,,1,Copernicus CAMS via Open-Meteo,Multan_Summer_2024-05-18
Multan,Winter_Peak,12,6.9,92.0,8.8,1005.6,12,89.413,17.455,0.009,0.3528,0.937,72.983,33.429,0.0543,0.1255,2.461,88.93,0.00045,55.0,0.9047,70.209,0.077,-0.05,0.18,110.1,,2,Copernicus CAMS via Open-Meteo,Multan_Winter_Peak_2023-12-20
Multan,Autumn_Harvest,10,22.9,62.0,10.0,998.4,7,143.706,6.023,-0.063,0.346,1.007,61.799,9.491,0.0,0.0432,6.49,139.499,0.00013,21.0,1.0213,5.341,0.208,0.011,0.37,61.0,,1,Copernicus CAMS via Open-Meteo,Multan_Autumn_Harvest_2024-10-22
